SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
1.0,gasoline,120.0,96.0,,,0
1.0,,,95.0,3.3,60.0,0
1.0,gasoline,120.0,,3.6,55.0,0
1.0,gasoline,120.0,105.0,4.8,,0
1.0,gasoline,120.0,102.0,,51.0,0
1.0,gasoline,120.0,103.0,5.0,,0
1.0,gasoline,,103.0,5.3,,0
1.0,gasoline,120.0,102.0,5.2,47.0,0
1.0,gasoline,120.0,102.0,5.8,46.0,0
1.0,,120.0,,4.9,45.0,0
,gasoline,120.0,104.0,,44.0,0
1.0,gasoline,,104.0,6.7,42.0,0
1.0,,120.0,102.0,7.0,40.0,1
1.0,,120.0,105.0,7.2,38.0,1
1.0,gasoline,120.0,103.0,7.9,36.0,1
1.0,,,105.0,7.8,,1
1.0,gasoline,,,8.2,34.0,1
1.0,gasoline,120.0,103.0,8.5,33.0,1
,gasoline,120.0,105.0,7.9,32.0,1
1.0,gasoline,120.0,104.0,7.7,30.0,1
1.0,,,,,28.0,1
1.0,gasoline,120.0,106.0,7.7,27.0,1
,gasoline,120.0,105.0,6.4,26.0,1
1.0,gasoline,120.0,,6.3,25.0,1
1.0,gasoline,120.0,103.0,5.7,,1
1.0,gasoline,120.0,,5.6,23.0,1
1.0,gasoline,,105.0,,22.0,1
1.0,,120.0,104.0,5.7,21.0,1
1.0,gasoline,120.0,92.0,,20.0,1
1.0,gasoline,,104.0,6.5,19.0,1
1.0,gasoline,120.0,101.0,5.7,18.0,1
,,120.0,102.0,,17.0,1
1.0,,120.0,90.0,,16.0,1
1.0,gasoline,120.0,,8.6,15.0,1
,gasoline,,89.0,9.0,14.0,1
1.0,gasoline,,88.0,,13.0,1
,,120.0,90.0,4.2,12.0,1
,gasoline,120.0,89.0,4.0,11.0,1
,gasoline,120.0,92.0,3.8,10.0,1
,gasoline,120.0,89.0,3.9,9.0,0
1.0,gasoline,120.0,91.0,4.0,8.0,0
,gasoline,120.0,87.0,7.0,7.0,0
1.0,gasoline,,88.0,6.5,6.0,0
,gasoline,120.0,94.0,6.0,5.0,0
1.0,gasoline,120.0,,4.2,4.0,0
1.0,gasoline,120.0,84.0,2.5,3.0,0
1.0,gasoline,120.0,78.0,1.4,2.0,0
1.0,gasoline,120.0,74.0,0.0,,0
,gasoline,,108.0,0.0,75.0,0
1.0,,130.0,96.0,0.0,72.0,0
1.0,gasoline,130.0,96.0,0.0,70.0,0
1.0,,130.0,,0.0,68.0,0
1.0,gasoline,130.0,96.0,1.5,,0
1.0,gasoline,130.0,,1.6,66.0,0
1.0,gasoline,130.0,,1.9,,0
,gasoline,,,,,0
,gasoline,130.0,95.0,3.3,,0
1.0,gasoline,,105.0,,,0
1.0,gasoline,130.0,103.0,3.7,51.0,0
,gasoline,130.0,94.0,3.8,50.0,0
1.0,gasoline,,,4.4,48.0,0
1.0,gasoline,130.0,,5.2,,0
1.0,gasoline,130.0,97.0,5.7,46.0,0
1.0,gasoline,130.0,106.0,5.7,45.0,0
1.0,gasoline,130.0,103.0,5.2,44.0,0
1.0,gasoline,130.0,99.0,,42.0,0
1.0,gasoline,130.0,103.0,5.6,,1
1.0,gasoline,130.0,,6.4,38.0,1
,gasoline,130.0,105.0,6.3,36.0,1
1.0,gasoline,130.0,105.0,5.6,35.0,1
1.0,gasoline,130.0,104.0,5.8,34.0,1
,gasoline,130.0,104.0,7.0,33.0,1
,gasoline,,92.0,,32.0,1
1.0,gasoline,130.0,96.0,7.8,,1
1.0,gasoline,130.0,,7.4,,1
,gasoline,130.0,,,27.0,1
1.0,gasoline,130.0,92.0,6.5,26.0,1
,gasoline,130.0,,6.1,,1
1.0,gasoline,130.0,,4.8,,1
1.0,gasoline,130.0,96.0,4.2,23.0,1
1.0,gasoline,130.0,96.0,4.2,22.0,1
1.0,,130.0,92.0,3.7,,1
1.0,gasoline,130.0,92.0,4.2,20.0,1
1.0,gasoline,130.0,92.0,5.0,19.0,1
,gasoline,130.0,89.0,5.3,18.0,1
1.0,,130.0,90.0,,17.0,1
1.0,gasoline,130.0,,4.4,16.0,1
1.0,gasoline,130.0,89.0,4.5,15.0,1
1.0,gasoline,130.0,91.0,6.8,14.0,0
1.0,gasoline,130.0,91.0,5.6,,0
1.0,gasoline,,92.0,,12.0,0
,gasoline,,,4.6,11.0,0
1.0,gasoline,130.0,91.0,4.0,,0
1.0,gasoline,130.0,90.0,3.3,9.0,0
1.0,,130.0,88.0,3.8,8.0,0
1.0,gasoline,,88.0,,7.0,0
1.0,gasoline,130.0,86.0,4.9,6.0,0
1.0,gasoline,130.0,86.0,4.5,5.0,0
1.0,gasoline,130.0,86.0,5.0,4.0,0
1.0,gasoline,,86.0,3.4,3.0,0
1.0,gasoline,130.0,80.0,2.3,,0
1.0,gasoline,130.0,74.0,,1.0,0
1.0,,,96.0,0.0,75.0,0
1.0,,140.0,109.0,0.0,72.0,0
,,,,0.0,70.0,0
1.0,gasoline,140.0,96.0,0.0,68.0,0
,gasoline,140.0,96.0,,67.0,0
,gasoline,140.0,95.0,1.3,,0
,gasoline,140.0,96.0,1.7,65.0,0
1.0,gasoline,140.0,95.0,2.8,60.0,0
,gasoline,140.0,107.0,,55.0,0
1.0,gasoline,140.0,,3.3,52.0,0
1.0,gasoline,140.0,102.0,3.7,51.0,0
1.0,gasoline,140.0,95.0,3.4,50.0,0
1.0,gasoline,140.0,104.0,4.4,48.0,0
1.0,gasoline,140.0,93.0,4.3,47.0,0
1.0,gasoline,140.0,92.0,4.8,46.0,0
1.0,gasoline,140.0,93.0,4.6,45.0,0
1.0,,140.0,96.0,,44.0,0
1.0,gasoline,140.0,105.0,4.0,42.0,0
1.0,gasoline,140.0,92.0,,40.0,0
1.0,gasoline,140.0,102.0,5.4,38.0,0
1.0,gasoline,140.0,106.0,4.3,36.0,0
1.0,gasoline,140.0,94.0,5.2,35.0,1
,gasoline,140.0,102.0,5.2,34.0,1
1.0,gasoline,,93.0,5.6,,1
,,140.0,93.0,,32.0,1
1.0,gasoline,140.0,93.0,,30.0,1
1.0,,140.0,92.0,,28.0,1
1.0,gasoline,140.0,92.0,6.0,27.0,1
1.0,gasoline,140.0,92.0,6.4,26.0,1
1.0,gasoline,,94.0,5.7,25.0,1
,,140.0,91.0,5.2,24.0,1
1.0,gasoline,,91.0,4.3,23.0,1
,,140.0,94.0,4.2,22.0,1
1.0,gasoline,140.0,91.0,4.0,21.0,1
1.0,gasoline,,,4.2,20.0,1
1.0,gasoline,140.0,90.0,4.5,19.0,1
,,,92.0,5.3,,1
1.0,gasoline,140.0,,5.4,17.0,1
1.0,gasoline,140.0,92.0,,16.0,1
,gasoline,140.0,89.0,5.6,15.0,1
1.0,gasoline,140.0,92.0,,,1
1.0,gasoline,140.0,89.0,5.0,13.0,0
1.0,gasoline,140.0,93.0,3.7,12.0,0
1.0,gasoline,140.0,88.0,2.3,11.0,0
1.0,,140.0,90.0,3.2,10.0,0
1.0,gasoline,140.0,90.0,2.7,9.0,0
1.0,gasoline,,90.0,,8.0,0
1.0,gasoline,140.0,89.0,4.4,7.0,0
1.0,gasoline,140.0,87.0,4.5,6.0,0
1.0,gasoline,,87.0,,5.0,0
1.0,gasoline,140.0,,4.8,,0
1.0,gasoline,,86.0,,3.0,0
1.0,gasoline,140.0,82.0,,2.0,0
,gasoline,140.0,74.0,0.0,,0
1.0,gasoline,150.0,97.0,0.0,,0
1.0,gasoline,150.0,96.0,0.0,,0
1.0,gasoline,,,0.0,70.0,0
1.0,,150.0,96.0,0.0,,0
1.0,gasoline,150.0,96.0,0.0,67.0,0
1.0,,150.0,96.0,1.0,66.0,0
1.0,gasoline,150.0,,,65.0,0
,,150.0,95.0,2.2,60.0,0
1.0,gasoline,,95.0,2.0,,0
1.0,gasoline,150.0,95.0,3.2,,0
1.0,gasoline,150.0,95.0,2.8,,0
,gasoline,150.0,94.0,3.1,50.0,0
1.0,,150.0,102.0,3.7,48.0,0
1.0,,150.0,94.0,3.8,47.0,0
1.0,gasoline,150.0,93.0,3.7,46.0,0
1.0,gasoline,150.0,94.0,,45.0,0
1.0,gasoline,150.0,96.0,,44.0,0
1.0,gasoline,150.0,105.0,4.3,42.0,0
1.0,,150.0,93.0,,,0
1.0,gasoline,150.0,103.0,4.2,,0
,gasoline,150.0,105.0,4.3,36.0,0
1.0,gasoline,150.0,93.0,,,0
1.0,,150.0,92.0,,34.0,0
1.0,gasoline,150.0,93.0,,33.0,0
1.0,gasoline,150.0,96.0,5.3,32.0,0
,gasoline,150.0,,5.6,,1
1.0,gasoline,150.0,,5.0,28.0,1
1.0,gasoline,150.0,93.0,5.6,,1
1.0,,150.0,93.0,,26.0,1
1.0,gasoline,150.0,92.0,4.8,25.0,1
1.0,gasoline,150.0,,4.5,24.0,1
1.0,gasoline,150.0,91.0,4.3,23.0,1
1.0,,150.0,,4.0,22.0,1
1.0,gasoline,150.0,90.0,3.7,21.0,1
1.0,,150.0,90.0,3.7,,1
1.0,,150.0,89.0,3.4,19.0,1
1.0,gasoline,150.0,,3.3,,1
1.0,gasoline,150.0,86.0,4.5,17.0,1
1.0,,150.0,,4.9,16.0,1
,gasoline,,90.0,,,1
1.0,gasoline,150.0,93.0,6.3,14.0,1
1.0,gasoline,150.0,,4.4,,0
1.0,gasoline,,93.0,2.7,12.0,0
1.0,gasoline,150.0,90.0,2.3,11.0,0
1.0,gasoline,150.0,91.0,2.8,10.0,0
1.0,gasoline,,91.0,2.3,9.0,0
1.0,gasoline,150.0,,2.8,8.0,0
1.0,,150.0,89.0,3.1,7.0,0
1.0,gasoline,150.0,88.0,4.3,6.0,0
1.0,gasoline,150.0,85.0,4.8,,0
1.0,,150.0,86.0,5.2,4.0,0
1.0,gasoline,150.0,85.0,3.7,3.0,0
1.0,gasoline,150.0,79.0,2.2,2.0,0
1.0,gasoline,150.0,74.0,,1.0,0
1.0,gasoline,160.0,97.0,0.0,75.0,0
1.0,gasoline,160.0,97.0,,72.0,0
1.0,gasoline,160.0,96.0,0.0,,0
1.0,gasoline,160.0,96.0,0.0,68.0,0
1.0,gasoline,160.0,96.0,0.0,67.0,0
1.0,gasoline,160.0,96.0,1.0,66.0,0
1.0,gasoline,160.0,105.0,1.5,65.0,0
,,160.0,95.0,2.5,,0
,gasoline,160.0,94.0,1.9,55.0,0
1.0,gasoline,160.0,94.0,2.7,52.0,0
1.0,gasoline,160.0,101.0,2.7,51.0,0
1.0,gasoline,160.0,,2.8,50.0,0
1.0,gasoline,160.0,,,48.0,0
1.0,gasoline,160.0,94.0,3.3,47.0,0
,gasoline,,94.0,3.6,46.0,0
1.0,gasoline,160.0,,3.9,45.0,0
1.0,gasoline,160.0,97.0,3.4,44.0,0
1.0,gasoline,160.0,105.0,3.7,42.0,0
,gasoline,160.0,,4.0,40.0,0
1.0,gasoline,160.0,102.0,,38.0,0
1.0,gasoline,160.0,105.0,4.4,36.0,0
1.0,gasoline,160.0,95.0,4.4,,0
1.0,gasoline,,91.0,4.8,,0
1.0,gasoline,160.0,93.0,5.3,33.0,0
1.0,gasoline,160.0,93.0,5.8,32.0,0
1.0,gasoline,160.0,94.0,6.0,30.0,1
1.0,gasoline,160.0,,6.3,,1
1.0,gasoline,160.0,94.0,6.5,,1
1.0,,160.0,92.0,,,1
1.0,gasoline,,93.0,4.9,25.0,1
1.0,,160.0,92.0,5.7,24.0,1
1.0,gasoline,160.0,92.0,4.2,23.0,1
1.0,gasoline,160.0,92.0,3.4,22.0,1
1.0,,160.0,90.0,3.2,21.0,1
1.0,gasoline,,,,,1
1.0,gasoline,,91.0,3.9,19.0,1
1.0,gasoline,160.0,93.0,3.9,18.0,1
1.0,gasoline,,87.0,4.0,17.0,1
,gasoline,160.0,92.0,3.4,,1
,gasoline,160.0,90.0,,15.0,1
1.0,gasoline,160.0,,5.6,14.0,1
,,,90.0,4.0,13.0,1
1.0,gasoline,160.0,93.0,2.3,,0
1.0,gasoline,160.0,91.0,2.2,11.0,0
1.0,,,91.0,2.2,10.0,0
1.0,gasoline,160.0,91.0,2.1,9.0,0
1.0,gasoline,160.0,91.0,2.7,8.0,0
1.0,gasoline,160.0,,2.9,7.0,0
,gasoline,160.0,89.0,3.7,6.0,0
,gasoline,160.0,88.0,,5.0,0
1.0,gasoline,160.0,86.0,3.3,4.0,0
,,160.0,84.0,3.1,3.0,0
1.0,gasoline,160.0,78.0,1.4,2.0,0
1.0,gasoline,160.0,74.0,0.0,,0
1.0,gasoline,170.0,102.0,0.0,75.0,0
1.0,gasoline,170.0,97.0,,72.0,0
1.0,gasoline,170.0,108.0,0.0,,0
1.0,gasoline,170.0,96.0,0.0,68.0,0
,gasoline,170.0,96.0,0.0,67.0,0
,,170.0,,0.0,,0
1.0,gasoline,170.0,105.0,1.3,65.0,0
1.0,gasoline,,95.0,2.2,60.0,0
,gasoline,170.0,94.0,1.7,55.0,0
1.0,gasoline,170.0,94.0,2.3,52.0,0
1.0,gasoline,,100.0,2.3,51.0,0
,gasoline,170.0,,2.7,,0
1.0,gasoline,170.0,101.0,2.8,48.0,0
1.0,gasoline,170.0,95.0,3.2,,0
1.0,gasoline,170.0,95.0,3.2,46.0,0
1.0,gasoline,170.0,96.0,3.4,45.0,0
1.0,,170.0,,3.6,44.0,0
1.0,gasoline,170.0,,3.4,,0
1.0,gasoline,170.0,96.0,,40.0,0
,gasoline,,101.0,3.4,38.0,0
1.0,gasoline,170.0,,3.4,36.0,0
1.0,gasoline,170.0,95.0,,35.0,0
1.0,,170.0,,4.0,34.0,0
,gasoline,170.0,,4.2,33.0,0
1.0,gasoline,,94.0,3.7,32.0,0
1.0,gasoline,,,,30.0,0
,gasoline,170.0,93.0,4.2,28.0,1
,gasoline,170.0,97.0,4.4,27.0,1
,gasoline,170.0,96.0,4.6,26.0,1
1.0,gasoline,170.0,94.0,4.2,25.0,1
1.0,,170.0,94.0,4.3,24.0,1
1.0,gasoline,170.0,92.0,4.2,23.0,1
1.0,gasoline,,92.0,3.8,22.0,1
1.0,,170.0,91.0,3.7,21.0,1
1.0,gasoline,170.0,92.0,3.9,20.0,1
1.0,,170.0,92.0,3.6,19.0,1
1.0,gasoline,170.0,93.0,3.6,18.0,1
1.0,gasoline,,88.0,4.2,,1
1.0,gasoline,170.0,94.0,3.3,,0
1.0,gasoline,170.0,88.0,,15.0,0
1.0,,170.0,92.0,,14.0,0
1.0,gasoline,170.0,91.0,,13.0,0
1.0,gasoline,170.0,93.0,2.2,12.0,0
1.0,gasoline,170.0,92.0,1.3,11.0,0
,gasoline,170.0,91.0,2.0,10.0,0
,gasoline,170.0,91.0,2.1,9.0,0
1.0,,170.0,,2.2,8.0,0
1.0,gasoline,,91.0,2.0,7.0,0
1.0,gasoline,170.0,86.0,3.1,,0
1.0,gasoline,170.0,85.0,3.3,5.0,0
1.0,gasoline,170.0,84.0,3.6,4.0,0
1.0,gasoline,170.0,83.0,,3.0,0
1.0,gasoline,170.0,78.0,1.4,2.0,0
1.0,gasoline,,,0.0,,0
1.0,gasoline,180.0,104.0,0.0,75.0,0
1.0,gasoline,,97.0,0.0,72.0,0
1.0,gasoline,180.0,96.0,0.0,70.0,0
1.0,,,97.0,0.0,68.0,0
1.0,gasoline,180.0,96.0,0.0,67.0,0
1.0,gasoline,180.0,104.0,0.0,,0
1.0,gasoline,180.0,105.0,1.1,65.0,0
1.0,gasoline,180.0,95.0,2.1,60.0,0
1.0,gasoline,180.0,95.0,1.5,55.0,0
1.0,gasoline,180.0,103.0,2.5,52.0,0
1.0,gasoline,180.0,102.0,2.5,51.0,0
,gasoline,180.0,,2.7,50.0,0
1.0,gasoline,180.0,95.0,2.7,48.0,0
,gasoline,180.0,,,,0
,gasoline,180.0,,2.6,46.0,0
1.0,gasoline,180.0,92.0,3.1,45.0,0
1.0,gasoline,180.0,101.0,3.1,44.0,0
1.0,gasoline,180.0,,3.2,42.0,0
1.0,,180.0,94.0,3.4,40.0,0
1.0,gasoline,180.0,97.0,2.9,38.0,0
1.0,gasoline,180.0,102.0,3.6,36.0,0
1.0,gasoline,180.0,,,35.0,0
1.0,gasoline,180.0,,3.6,34.0,0
,,180.0,93.0,4.0,33.0,0
,gasoline,180.0,,3.9,32.0,0
1.0,,180.0,92.0,3.8,,0
1.0,,180.0,94.0,3.8,,0
1.0,gasoline,180.0,98.0,3.7,27.0,0
1.0,gasoline,180.0,95.0,3.8,26.0,0
1.0,gasoline,180.0,96.0,3.9,25.0,0
1.0,gasoline,180.0,93.0,,24.0,0
1.0,gasoline,180.0,92.0,3.2,,0
1.0,gasoline,180.0,91.0,3.2,22.0,0
1.0,gasoline,,91.0,2.9,21.0,0
1.0,gasoline,,91.0,3.2,20.0,1
1.0,gasoline,180.0,91.0,,19.0,1
1.0,,180.0,92.0,,18.0,1
,gasoline,,,3.4,17.0,0
1.0,gasoline,,102.0,3.2,,0
1.0,gasoline,180.0,88.0,3.6,15.0,0
1.0,gasoline,180.0,92.0,3.3,14.0,0
,gasoline,180.0,90.0,2.9,,0
1.0,,180.0,,2.2,12.0,0
1.0,gasoline,,92.0,1.7,11.0,0
1.0,gasoline,180.0,92.0,2.2,10.0,0
,gasoline,180.0,92.0,2.2,,0
1.0,gasoline,180.0,91.0,,8.0,0
1.0,gasoline,180.0,90.0,,7.0,0
1.0,,180.0,88.0,3.3,6.0,0
1.0,gasoline,180.0,87.0,2.8,5.0,0
1.0,gasoline,180.0,85.0,1.6,4.0,0
1.0,gasoline,,83.0,1.6,3.0,0
,gasoline,180.0,80.0,1.4,2.0,0
1.0,gasoline,,74.0,0.0,1.0,0
1.0,,190.0,104.0,0.0,75.0,0
1.0,gasoline,190.0,105.0,0.0,72.0,0
1.0,gasoline,,96.0,0.0,,0
1.0,gasoline,190.0,96.0,0.0,68.0,0
1.0,gasoline,,96.0,,67.0,0
1.0,gasoline,190.0,96.0,0.0,66.0,0
1.0,gasoline,190.0,96.0,1.0,65.0,0
1.0,gasoline,190.0,95.0,2.1,,0
1.0,gasoline,190.0,94.0,1.6,55.0,0
1.0,gasoline,190.0,,2.5,52.0,0
1.0,gasoline,190.0,102.0,2.5,51.0,0
1.0,gasoline,190.0,102.0,,50.0,0
1.0,gasoline,,93.0,,48.0,0
1.0,gasoline,190.0,94.0,2.6,47.0,0
,gasoline,190.0,102.0,2.6,46.0,0
1.0,,190.0,93.0,2.5,45.0,0
,gasoline,,97.0,2.8,,0
1.0,gasoline,,103.0,3.2,42.0,0
1.0,gasoline,,94.0,2.9,40.0,0
,,190.0,96.0,2.9,38.0,0
1.0,gasoline,190.0,100.0,,36.0,0
1.0,gasoline,190.0,93.0,2.7,35.0,0
1.0,gasoline,,95.0,2.9,34.0,0
1.0,gasoline,,95.0,2.2,,0
1.0,gasoline,190.0,92.0,2.6,32.0,0
1.0,gasoline,190.0,94.0,2.2,,0
,,190.0,97.0,2.6,28.0,0
,gasoline,190.0,100.0,,27.0,0
1.0,gasoline,190.0,,,26.0,0
1.0,gasoline,190.0,102.0,2.9,25.0,0
1.0,gasoline,190.0,,3.1,,0
,gasoline,190.0,,3.2,23.0,0
1.0,,190.0,90.0,2.9,22.0,0
1.0,gasoline,190.0,90.0,,21.0,0
1.0,,190.0,91.0,2.5,20.0,0
1.0,gasoline,190.0,,2.0,19.0,0
1.0,gasoline,,92.0,,18.0,0
1.0,gasoline,190.0,92.0,2.7,17.0,1
1.0,gasoline,190.0,96.0,2.6,16.0,0
,gasoline,190.0,90.0,3.6,,0
,gasoline,190.0,94.0,,14.0,0
,gasoline,190.0,91.0,,13.0,0
1.0,gasoline,190.0,93.0,2.0,12.0,0
1.0,gasoline,190.0,,1.4,11.0,0
,gasoline,190.0,91.0,1.6,10.0,0
1.0,gasoline,190.0,92.0,2.0,9.0,0
1.0,gasoline,190.0,,1.9,8.0,0
,gasoline,190.0,,1.6,7.0,0
,gasoline,,87.0,2.5,6.0,0
1.0,gasoline,190.0,,2.2,5.0,0
,gasoline,190.0,,2.0,4.0,0
1.0,gasoline,190.0,80.0,1.5,3.0,0
,,,76.0,0.4,2.0,0
,gasoline,190.0,72.0,,1.0,0
,gasoline,10.0,96.0,0.0,75.0,0
2.0,,10.0,96.0,0.0,,0
,gasoline,10.0,96.0,,,1
2.0,gasoline,,96.0,3.2,,1
2.0,gasoline,10.0,109.0,4.5,67.0,1
2.0,gasoline,,109.0,7.8,66.0,1
2.0,gasoline,10.0,103.0,9.7,65.0,1
,gasoline,,95.0,12.0,60.0,1
2.0,,10.0,102.0,13.3,55.0,1
2.0,,10.0,93.0,15.4,52.0,1
2.0,,10.0,93.0,15.1,51.0,1
2.0,,,95.0,15.2,50.0,1
2.0,,10.0,110.0,15.4,48.0,1
2.0,,,111.0,,,1
,gasoline,,109.0,15.4,46.0,1
2.0,gasoline,10.0,105.0,,45.0,1
2.0,gasoline,10.0,,16.0,,1
2.0,,10.0,110.0,15.7,42.0,1
2.0,gasoline,10.0,106.0,15.4,40.0,1
,gasoline,10.0,111.0,15.5,38.0,1
,gasoline,,110.0,15.2,36.0,1
2.0,,10.0,,,35.0,1
,gasoline,10.0,109.0,,,1
2.0,,10.0,108.0,,,1
,gasoline,10.0,110.0,15.1,32.0,1
2.0,gasoline,,109.0,17.0,30.0,1
2.0,gasoline,10.0,,,,1
2.0,gasoline,,,15.4,27.0,1
2.0,,10.0,,15.5,26.0,1
2.0,,10.0,109.0,,,1
,gasoline,10.0,108.0,15.2,,1
2.0,gasoline,10.0,108.0,15.4,23.0,1
2.0,gasoline,10.0,108.0,15.4,22.0,1
2.0,gasoline,10.0,,15.2,,1
2.0,gasoline,10.0,,,20.0,1
2.0,gasoline,,108.0,,19.0,1
2.0,gasoline,10.0,,15.1,18.0,1
2.0,,10.0,105.0,14.5,,1
2.0,gasoline,10.0,105.0,,16.0,1
,gasoline,10.0,106.0,14.4,15.0,1
2.0,gasoline,,106.0,12.3,14.0,1
,,10.0,93.0,11.9,13.0,1
2.0,gasoline,10.0,,11.9,,1
2.0,gasoline,,92.0,12.5,11.0,1
2.0,,10.0,105.0,,10.0,1
,,,91.0,12.9,,1
2.0,gasoline,10.0,105.0,12.9,8.0,1
,gasoline,,,12.3,,1
2.0,gasoline,10.0,90.0,11.8,6.0,1
2.0,gasoline,10.0,90.0,11.0,5.0,1
2.0,gasoline,,,8.8,4.0,1
2.0,,10.0,,,3.0,1
2.0,gasoline,,83.0,3.1,2.0,1
2.0,gasoline,,75.0,0.8,1.0,1
2.0,gasoline,20.0,96.0,,75.0,0
2.0,gasoline,20.0,96.0,0.0,72.0,0
2.0,gasoline,,103.0,1.0,70.0,1
2.0,gasoline,20.0,107.0,,68.0,1
2.0,gasoline,20.0,96.0,,67.0,1
2.0,gasoline,20.0,105.0,,,1
2.0,gasoline,20.0,104.0,7.5,65.0,1
2.0,gasoline,,95.0,9.0,60.0,1
2.0,gasoline,,103.0,12.0,55.0,1
2.0,,20.0,110.0,15.0,52.0,1
2.0,gasoline,20.0,112.0,,51.0,1
2.0,gasoline,20.0,,,,1
2.0,,,,,48.0,1
2.0,,20.0,110.0,15.5,47.0,1
,gasoline,20.0,95.0,16.0,,1
2.0,gasoline,20.0,,16.3,45.0,1
2.0,gasoline,20.0,92.0,16.0,44.0,1
,gasoline,,92.0,16.0,42.0,1
2.0,gasoline,20.0,104.0,15.5,40.0,1
2.0,gasoline,20.0,90.0,,,1
2.0,gasoline,20.0,90.0,15.2,,1
2.0,gasoline,,91.0,,35.0,1
2.0,,20.0,108.0,15.2,34.0,1
2.0,gasoline,20.0,108.0,,33.0,1
2.0,gasoline,20.0,90.0,14.1,32.0,1
2.0,gasoline,20.0,,13.5,30.0,1
2.0,,20.0,92.0,,,1
2.0,gasoline,20.0,88.0,13.3,,1
2.0,gasoline,20.0,,,26.0,1
2.0,gasoline,20.0,106.0,13.8,25.0,1
2.0,gasoline,20.0,106.0,,24.0,1
2.0,gasoline,20.0,92.0,13.8,23.0,1
2.0,gasoline,,91.0,13.6,22.0,1
2.0,gasoline,20.0,92.0,,,1
2.0,gasoline,20.0,,,20.0,1
2.0,gasoline,20.0,92.0,13.5,19.0,1
2.0,gasoline,20.0,90.0,13.2,18.0,1
2.0,gasoline,20.0,89.0,,17.0,1
2.0,gasoline,,,12.3,16.0,1
,,20.0,105.0,12.3,15.0,1
2.0,gasoline,20.0,93.0,11.5,14.0,1
,,,91.0,11.2,13.0,1
2.0,gasoline,20.0,91.0,11.9,,1
,gasoline,20.0,91.0,11.5,,1
2.0,gasoline,20.0,105.0,12.3,,1
2.0,,20.0,92.0,12.0,9.0,1
2.0,gasoline,20.0,,12.2,8.0,1
2.0,gasoline,20.0,90.0,11.5,7.0,1
2.0,gasoline,20.0,90.0,11.0,,1
2.0,gasoline,20.0,100.0,9.6,,1
,gasoline,20.0,87.0,7.8,4.0,1
2.0,gasoline,20.0,80.0,5.0,3.0,1
,gasoline,20.0,78.0,3.7,2.0,1
2.0,gasoline,20.0,76.0,1.0,1.0,0
2.0,gasoline,,106.0,,75.0,0
2.0,gasoline,,96.0,0.0,72.0,0
2.0,gasoline,,,0.4,70.0,1
2.0,gasoline,,104.0,,,1
2.0,gasoline,30.0,96.0,2.2,67.0,1
2.0,gasoline,30.0,101.0,5.0,66.0,1
,,30.0,,7.0,65.0,1
2.0,,30.0,95.0,6.5,60.0,1
,,30.0,103.0,14.4,55.0,1
,gasoline,30.0,107.0,13.3,,1
2.0,gasoline,30.0,107.0,13.8,51.0,1
2.0,gasoline,30.0,,14.8,,1
2.0,,,109.0,15.4,48.0,1
2.0,,30.0,111.0,15.5,,1
2.0,gasoline,30.0,112.0,16.0,46.0,1
,gasoline,30.0,110.0,,45.0,1
2.0,gasoline,,,,44.0,1
2.0,,30.0,110.0,16.1,42.0,1
2.0,,,,15.2,40.0,1
2.0,gasoline,30.0,110.0,15.2,38.0,1
2.0,gasoline,30.0,110.0,,36.0,1
,gasoline,30.0,108.0,,35.0,1
,gasoline,30.0,,,,1
2.0,gasoline,30.0,92.0,13.2,,1
2.0,gasoline,30.0,89.0,14.2,32.0,1
2.0,,30.0,89.0,13.5,30.0,1
2.0,gasoline,30.0,,12.3,28.0,1
2.0,gasoline,30.0,90.0,12.0,27.0,1
2.0,,30.0,,,26.0,1
2.0,gasoline,30.0,108.0,11.5,,1
2.0,gasoline,30.0,,12.3,24.0,1
2.0,gasoline,30.0,106.0,,23.0,1
,gasoline,,,,22.0,1
2.0,gasoline,30.0,87.0,12.0,21.0,1
,gasoline,30.0,106.0,11.5,20.0,1
,gasoline,30.0,87.0,12.3,19.0,1
2.0,gasoline,,,11.6,18.0,1
2.0,,30.0,85.0,11.0,17.0,1
2.0,gasoline,30.0,89.0,10.9,16.0,1
,gasoline,30.0,90.0,10.3,15.0,1
2.0,gasoline,30.0,,10.7,,1
,gasoline,30.0,86.0,10.0,13.0,1
2.0,gasoline,30.0,85.0,10.7,12.0,1
2.0,,,92.0,10.9,11.0,1
2.0,,30.0,90.0,12.0,10.0,1
2.0,gasoline,30.0,97.0,11.8,9.0,1
2.0,,,92.0,11.3,,1
2.0,,30.0,89.0,11.3,7.0,1
2.0,gasoline,30.0,,,,1
2.0,gasoline,,88.0,10.2,,1
2.0,gasoline,30.0,87.0,9.2,4.0,1
2.0,gasoline,30.0,86.0,7.4,3.0,1
2.0,gasoline,,,4.5,2.0,1
2.0,gasoline,30.0,75.0,0.0,1.0,0
2.0,gasoline,40.0,,0.0,75.0,0
2.0,gasoline,,96.0,0.0,72.0,0
2.0,,,96.0,0.0,,0
2.0,gasoline,40.0,96.0,0.0,68.0,0
2.0,gasoline,,96.0,,67.0,1
2.0,gasoline,40.0,101.0,3.2,66.0,1
2.0,gasoline,40.0,102.0,4.5,65.0,1
2.0,gasoline,40.0,106.0,12.3,60.0,1
