หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
12,701,ห้วยซำมะคาว - ร่องแซง,37976881,41253030,6199708,5068481,5612058,58015746,21405151,18246533,26253264,19069243,239100095,26694001,ชัยภูมิ
12,702,ร่องแซง - หนองแก,109390277,55007286,5387431,5664895,7260314,142778474,13595748,14462824,15549558,15896389,384993196,76267983,ขอนแก่น
12,703,หนองแก - บ้านฝาง,159140888,13444063,6442890,3726918,4073958,200106804,7227504,7378391,9189040,5824252,416554708,20490502,ขอนแก่น
12,801,บ้านฝาง - ขอนแก่น,130910287,65671308,3234461,2748758,1659930,3111701,4456725,3517343,3143726,2727409,221181648,27599670,ขอนแก่น
12,802,ขอนแก่น - พรหมนิมิตร,10232256,8377197,636075,208860,248734,17080975,860125,882909,850631,543037,39920799,10680356,ขอนแก่น
12,803,พรหมนิมิตร - ห้วยสีดา,68435456,10745600,252288,289664,429824,79919232,4102016,2859264,2803200,2083712,171920256,43571072,มหาสารคาม
12,901,ห้วยสีดา - ลำน้ำพาน,59312691,63093920,550665,244740,171318,95632077,39586663,23984500,12420545,1505150,296502269,33150006,กาฬสินธุ์
12,902,ลำน้ำพาน - หนองผ้าอ้อม,48575327,36718942,13475975,9742265,11374218,66823528,27285759,23799314,15491190,9729901,263016419,46300484,กาฬสินธุ์
12,903,หนองผ้าอ้อม - สี่แยกสมเด็จ,17520216,13243839,4860533,3513854,4102469,24102003,9841465,8583970,5587384,3509394,94865127,16699723,กาฬสินธุ์
12,904,ลำน้ำพาน - บ้านหลุบ,2559818,2628037,253383,214401,217650,1208442,484027,191662,250135,178668,8186223,1646990,กาฬสินธุ์
12,905,บ้านหลุบ - นาไคร้,56220452,34482563,102780,0,0,7502912,3211863,2620880,2697965,488203,107327618,16110705,กาฬสินธุ์
12,1000,สี่แยกสมเด็จ - คำพอก,56163280,38461510,775260,236885,753725,94215625,6460500,3725555,5103795,3208715,209104850,32302500,กาฬสินธุ์
12,1100,คำพอก - มุกดาหาร,135484679,44511535,8457872,408155,6757227,169384192,294778,226753,136052,158727,365819970,110292465,มุกดาหาร
21,100,สามแยกพุแค - สะพานพุแค,534381,560312,48083,167703,58637,153760,118838,126917,291883,274683,2335197,138645,สระบุรี
21,200,สะพานพุแค - แยกมะนาวหวาน,62307490,63337056,6270996,6139960,5578378,21770651,20946997,19926791,21433702,21368184,249080205,34359440,ลพบุรี
21,301,แยกมะนาวหวาน - ม่วงค่อม,59967310,32218550,12745070,18334680,27188850,54529540,11653720,21599240,28859090,8987030,276083080,39089310,ลพบุรี
21,302,ม่วงค่อม - คลองกระจัง,99437585,81648879,14218167,10762807,34156874,83811679,31661337,28372346,24852997,23368472,432291143,52239926,ลพบุรี
21,401,คลองกระจัง - ศรีเทพ,27771496,20545992,4360581,2745551,1390330,62003112,4852112,4381647,4515062,2878967,135444850,20686429,เพชรบูรณ์
21,402,ศรีเทพ - ซับสมอทอด,42874178,31719303,6731951,4238636,2146419,95721615,7490786,6764472,6970442,4444605,209102407,31936113,เพชรบูรณ์
21,403,ซับสมอทอด - หนองไผ่,36594900,5354550,400770,308790,223380,32784300,4060260,2207520,2227230,1596510,85758210,7614630,เพชรบูรณ์
21,404,หนองไผ่ - นาเฉลียง,48526750,4462125,1186250,4416500,292000,19600500,7144875,4370875,4681125,1487375,96168375,10165250,เพชรบูรณ์
21,405,นาเฉลียง - วังชมภู,49047468,2356685,852418,284139,743777,10504799,6610419,1437411,3677098,885846,76400060,12552274,เพชรบูรณ์
21,501,วังชมภู - บ้านโตก,28452000,27903792,343876,19935,921986,11631979,2970291,1345602,892084,588078,75069623,18155656,เพชรบูรณ์
21,502,บ้านโตก - หัวนา,50160362,31467782,1574446,538904,1574446,54281395,3201725,2451486,2483186,1648413,149382145,40386119,เพชรบูรณ์
21,503,หัวนา - สักหลง,56557690,19714517,1624177,106854,577010,62733837,4359633,2639288,1709660,758662,150781328,30773880,เพชรบูรณ์
21,504,สักหลง - กกกะทอน,12718863,10270881,405780,731734,352563,12180041,1223991,392475,272737,166303,38715368,11015919,เพชรบูรณ์
21,505,กกกะทอน - ด่านดู่,6270452,5063587,200051,360748,173815,6004810,603433,193492,134461,81988,19086837,5430893,เพชรบูรณ์
21,601,ด่านดู่ - โคกงาม,26199322,13575118,180346,49185,49185,13017686,1246025,327901,1049284,377087,56071139,26133742,เลย
21,602,โคกงาม - หนองบง,25905129,27743220,747192,560394,694888,7516746,5783262,4318767,2772080,2570339,78612017,11185457,เลย
21,603,หนองบง - ภูสวรรค์,43564940,996268,77380,67708,241813,154760,338538,270830,454608,251485,46418330,4797560,เลย
21,700,ภูสวรรค์ - เลย,20221000,4613600,65700,65700,14600,3598900,1131500,160600,51100,36500,29959200,9818500,เลย
22,100,อุดรธานี - หนองขาม,11214319,1291088,82703,157366,237772,16897864,1123385,678855,670815,436489,32790656,14259403,อุดรธานี
22,201,หนองขาม - หนองหาน,111708441,12860830,823825,1567557,2368498,168323556,11190296,6762234,6682140,4347968,326635345,142041236,อุดรธานี
22,202,หนองหาน - บ้านยา,26859014,24700375,1983614,1786712,5170524,18676605,8372020,7351042,6825967,5163232,106889105,17509773,อุดรธานี
22,301,บ้านยา - สว่างแดนดิน,50501750,5628841,1201170,631272,762787,63872440,4822216,2674138,1332685,1999028,133426327,28635194,สกลนคร
22,302,สว่างแดนดิน-สูงเนิน,70662618,25490072,21119,84474,1816194,186561138,7982806,4519366,4836145,2301920,304275852,23230389,สกลนคร
22,401,สูงเนิน - ท่าแร่,57502348,45281491,5496462,2549423,2362309,132406261,7157095,3134153,3075680,2619590,261584812,56613559,สกลนคร
22,402,ท่าแร่ - โชคอำนวย,18716820,9691524,884833,562129,624588,37381592,2363025,1988272,2456713,1884174,76553670,24140326,สกลนคร
22,501,โชคอำนวย-กุรุคุ,10174154,5268152,480981,305564,339516,20320015,1284501,1080792,1335428,1024206,41613309,13122282,นครพนม
22,502,กุรุคุ - นครพนม,59028488,55425260,7382223,7977878,7001394,16209643,6874451,5771023,7333399,6649859,179653618,24607409,นครพนม
23,100,บ้านไผ่  - ไพศาล,33893506,10234877,1459613,644809,949628,69680405,5545357,3388178,2432689,2473722,130702784,13259618,ขอนแก่น
23,201,ไพศาล - บรบือ,44734560,47648346,2267455,1546955,995985,19676001,14855010,3793219,3549521,4799800,143866852,17652245,มหาสารคาม
23,202,บรบือ - หนองจิก,61989660,40070734,474847,398871,493841,61445169,1437203,937031,810405,544491,168602252,44983815,มหาสารคาม
23,203,หนองจิก - ห้วยแอ่ง,70923948,45845947,543284,456359,565016,70300982,1644340,1072081,927205,622966,192902128,51467128,มหาสารคาม
23,301,ห้วยแอ่ง - ร้อยเอ็ด,129175191,11106792,7769988,1654783,3275516,16738501,8246674,3071222,2090610,2036132,185165409,60668553,ร้อยเอ็ด
23,302,ร้อยเอ็ด - เสลภูมิ,64205655,68510243,2168316,1249719,1281763,12529235,1580841,352485,277715,245671,152401643,30676866,ร้อยเอ็ด
23,401,เสลภูมิ - ยโสธร,81131353,48481820,1252477,1629437,3295353,11430377,5386869,2602235,2103676,1532157,158845754,34789688,ยโสธร
23,402,ยโสธร - บ้านย่อ,21155202,8052599,278093,286153,286153,15549013,1463010,1035795,624701,390942,49121661,13666849,ยโสธร
23,403,บ้านย่อ - บ้านสวน,69386923,66002987,454075,464886,421641,26195780,21136092,659489,551376,454075,185727324,22260467,ยโสธร
23,501,บ้านสวน - เขื่องใน,126494833,40433261,4436797,3678546,2694868,41222253,9058034,6885745,3883478,2315742,241103557,43097389,อุบลราชธานี
23,502,เขื่องใน - อุบลราชธานี,128225108,40986333,4497487,3728863,2731730,41786117,9181936,6979933,3936599,2347418,244401524,43686902,อุบลราชธานี
24,100,ทางต่างระดับสีคิ้ว - ซับประดู่,1799085,454425,2555,2920,9125,2682750,261340,344925,336895,332880,6226900,262800,นครราชสีมา
24,201,ซับประดู่ - สี่แยกปักธงชัย,68725047,17359035,97601,111544,348575,102481050,9983188,13176135,12869389,12716016,237867580,10038960,นครราชสีมา
24,202,สี่แยกปักธงชัย - สี่แยกโชคชัย,33026456,29441622,3271291,3271291,3266066,31119073,10885144,10540247,10116965,9777294,144715449,18849118,นครราชสีมา
24,203,สี่แยกโชคชัย - หนองมัน,121421556,67059971,6439295,2835212,3676165,76502668,14019883,11304807,9646929,10511909,323418395,21924838,นครราชสีมา
24,301,หนองมัน - หนองกี่,20481467,10033946,2125135,416756,324497,35837795,2497352,5573708,4775191,2128316,84194163,3458117,บุรีรัมย์
24,302,หนองกี่ - นางรอง,49072735,53828101,4076028,273622,1726651,95682870,7359495,14568026,8737042,7284013,242608583,10303293,บุรีรัมย์
24,303,นางรอง - โคกตะแบก,27934413,11056372,2189125,302712,797388,8206449,3337215,2480762,3219084,3558712,63082232,7541959,บุรีรัมย์
24,304,โคกตะแบก - ประโคนชัย,19071291,20193132,1551295,1323421,3023711,22533221,4627593,5004461,6240239,5793255,89361619,4732765,บุรีรัมย์
24,305,ประโคนชัย - จรอกใหญ่,12526326,8473152,1656727,1100409,2121345,10362188,3350135,2763250,3533537,3778072,49665141,7965741,บุรีรัมย์
24,401,จรอกใหญ่ - กระเทียม,43758927,95840598,1758099,2693601,1080666,8435650,8177580,8016287,16532584,10371172,196665164,10758276,สุรินทร์
24,402,กระเทียม - ห้วยสำราญ,20829317,8698703,0,50969,1308203,27710127,7934169,10380679,12844179,13251931,103008277,6642955,สุรินทร์
24,501,ห้วยสำราญ - แยกโคกตาล,33459428,5160172,68076,81691,258689,6303851,3594421,1872094,3819072,3015773,57633267,4186683,ศรีสะเกษ
24,502,แยกโคกตาล - หัวช้าง,26916801,4151157,54765,65718,208105,5071202,2891571,1506027,3072294,2426072,46363712,3368023,ศรีสะเกษ
24,601,หัวช้าง - แยกการช่าง,17574978,29529845,0,0,308797,1614569,4252580,2770353,4181998,4331985,64565105,8911008,ศรีสะเกษ
